CustomerID,Frequency,Monetary,LastPurchase,Recency,R_score,F_score,M_score,RFM_Score,Segment
12569.0,32,4124.69,2011-12-07 16:24:00,2,4,3,4,434,High Value
12571.0,2,519.6099999999998,2011-10-31 10:19:00,40,3,1,2,312,Low Value
12572.0,2,1020.42,2011-12-01 09:20:00,9,4,1,3,413,Low Value
12573.0,1,160.54,2011-04-26 15:52:00,227,1,1,1,111,Low Value
12574.0,1,218.45,2011-01-28 09:20:00,316,1,1,1,111,Low Value
12576.0,5,1315.8300000000002,2011-11-04 10:11:00,36,3,2,3,323,Loyal
12577.0,3,657.8000000000004,2011-11-04 13:24:00,35,3,2,2,322,Loyal
12578.0,2,2794.5100000000007,2011-11-18 13:30:00,21,3,1,4,314,Low Value
12579.0,1,440.41999999999996,2011-09-22 17:15:00,78,2,1,2,212,Low Value
12580.0,1,415.69999999999993,2011-04-07 10:24:00,247,1,1,2,112,Low Value
12581.0,1,197.70999999999998,2011-10-31 08:56:00,40,3,1,1,311,Low Value
12582.0,2,511.3599999999999,2011-04-15 08:45:00,239,1,1,2,112,Low Value
12583.0,15,7281.379999999992,2011-12-07 08:07:00,3,4,3,4,434,High Value
12584.0,9,2338.1499999999996,2011-12-06 09:35:00,4,4,3,4,434,High Value
12585.0,2,2040.0999999999992,2011-04-19 13:39:00,234,1,1,4,114,Low Value
12586.0,1,196.94000000000003,2011-11-22 16:24:00,17,4,1,1,411,Low Value
12587.0,1,144.0,2011-12-02 12:47:00,8,4,1,1,411,Low Value
12588.0,1,214.89999999999998,2011-10-31 15:01:00,39,3,1,1,311,Low Value
12589.0,2,646.6800000000001,2011-11-11 10:19:00,29,3,1,2,312,Low Value
12590.0,2,9864.26,2011-05-12 14:52:00,211,1,1,4,114,Low Value
12591.0,1,452.84999999999997,2011-01-26 14:35:00,317,1,1,2,112,Low Value
12592.0,2,437.59999999999997,2011-09-08 15:04:00,92,2,1,2,212,Low Value
12593.0,3,418.09999999999997,2011-08-23 12:43:00,109,2,2,2,222,Loyal
12594.0,10,3338.219999999999,2011-11-02 12:20:00,38,3,3,4,334,High Value
12596.0,2,618.27,2011-10-19 13:02:00,51,3,1,2,312,Low Value
12597.0,4,3811.2200000000025,2011-11-20 13:33:00,19,3,2,4,324,Loyal
12598.0,8,3023.0799999999986,2011-11-30 12:18:00,10,4,3,4,434,High Value
12599.0,7,1032.5800000000004,2011-11-10 13:34:00,29,3,3,3,333,High Value
12600.0,10,2599.04,2011-11-11 10:29:00,29,3,3,4,334,High Value
12601.0,5,577.0600000000001,2011-06-03 10:17:00,190,1,2,2,122,Loyal
12602.0,1,153.12000000000003,2011-10-12 11:22:00,59,2,1,1,211,Low Value
12603.0,1,739.1999999999999,2011-11-18 10:42:00,22,3,1,3,313,Low Value
12604.0,2,254.17999999999995,2011-09-21 14:08:00,79,2,1,1,211,Low Value
12607.0,1,1579.5100000000004,2011-10-10 16:06:00,60,2,1,3,213,Low Value
12609.0,3,1126.85,2011-09-22 16:34:00,78,2,2,3,223,Loyal
12610.0,5,2099.5400000000013,2011-11-17 09:34:00,23,3,2,4,324,Loyal
12611.0,1,1193.3200000000002,2011-10-18 13:12:00,52,2,1,3,213,Low Value
12612.0,1,704.04,2011-09-26 15:35:00,74,2,1,3,213,Low Value
12613.0,5,3344.3799999999983,2011-10-13 14:59:00,57,2,2,4,224,Loyal
12614.0,1,315.6,2011-03-07 10:22:00,278,1,1,2,112,Low Value
12615.0,4,2291.19,2011-12-07 15:02:00,2,4,2,4,424,Loyal
12616.0,2,713.3000000000002,2011-09-05 15:17:00,95,2,1,3,213,Low Value
12617.0,1,355.53000000000003,2011-11-10 14:39:00,29,3,1,2,312,Low Value
12618.0,1,177.31,2011-11-18 11:10:00,22,3,1,1,311,Low Value
12619.0,9,3641.2400000000002,2011-11-23 14:52:00,16,4,3,4,434,High Value
12620.0,3,1339.41,2011-11-25 10:20:00,15,4,2,3,423,Loyal
12621.0,20,13689.67,2011-12-08 11:25:00,2,4,3,4,434,High Value
12622.0,1,180.10000000000002,2011-04-21 16:39:00,232,1,1,1,111,Low Value
12623.0,1,305.1,2011-03-08 13:50:00,276,1,1,1,111,Low Value
12624.0,2,641.1299999999999,2011-08-25 15:04:00,106,2,1,2,212,Low Value
12625.0,2,2683.8199999999993,2011-05-12 09:54:00,212,1,1,4,114,Low Value
12626.0,9,6620.479999999998,2011-11-16 16:06:00,23,3,3,4,334,High Value
12627.0,7,4478.530000000001,2011-11-29 12:07:00,11,4,3,4,434,High Value
12628.0,3,786.46,2011-12-05 13:15:00,4,4,2,3,423,Loyal
12630.0,2,1270.8799999999999,2011-11-30 10:48:00,10,4,1,3,413,Low Value
12631.0,1,640.5,2011-10-13 13:53:00,57,2,1,2,212,Low Value
12633.0,4,2163.9799999999996,2011-10-12 11:40:00,59,2,2,4,224,Loyal
12635.0,2,1689.1800000000003,2011-09-11 11:04:00,90,2,1,4,214,Low Value
12637.0,8,6021.899999999999,2011-10-03 13:46:00,67,2,3,4,234,High Value
12638.0,1,671.6900000000003,2011-11-06 13:11:00,33,3,1,2,312,Low Value
12639.0,1,486.1,2011-04-15 12:48:00,239,1,1,2,112,Low Value
12640.0,3,1174.5800000000002,2011-11-16 11:52:00,24,3,2,3,323,Loyal
12641.0,1,185.9,2011-08-16 13:26:00,115,2,1,1,211,Low Value
12642.0,3,1013.2599999999999,2011-11-14 15:03:00,25,3,2,3,323,Loyal
12643.0,6,3344.6400000000003,2011-08-03 12:56:00,128,2,3,4,234,High Value
12644.0,1,477.90999999999985,2011-08-02 10:33:00,130,2,1,2,212,Low Value
12645.0,4,1775.1800000000003,2011-11-06 12:38:00,34,3,2,4,324,Loyal
12646.0,2,1346.9699999999998,2011-12-05 10:14:00,5,4,1,3,413,Low Value
12647.0,12,3722.8200000000006,2011-11-17 12:56:00,22,3,3,4,334,High Value
12648.0,1,318.05,2011-07-08 11:55:00,155,1,1,2,112,Low Value
12649.0,3,623.51,2011-08-24 14:41:00,107,2,2,2,222,Loyal
12650.0,1,314.44000000000005,2011-12-06 16:34:00,3,4,1,2,412,Low Value
12651.0,1,113.99999999999999,2011-01-09 12:46:00,335,1,1,1,111,Low Value
12652.0,1,919.98,2011-01-12 15:00:00,331,1,1,3,113,Low Value
12653.0,2,2209.85,2011-07-14 10:41:00,149,1,1,4,114,Low Value
12654.0,5,601.98,2011-11-29 10:10:00,11,4,2,2,422,Loyal
12656.0,5,4051.1700000000014,2011-11-22 13:42:00,17,4,2,4,424,Loyal
12657.0,4,1643.1799999999998,2011-11-28 15:47:00,11,4,2,3,423,Loyal
12658.0,1,686.0500000000001,2011-11-21 10:22:00,19,3,1,3,313,Low Value
12659.0,1,91.68,2011-11-10 11:53:00,30,3,1,1,311,Low Value
12660.0,1,245.10000000000002,2011-11-28 13:26:00,11,4,1,1,411,Low Value
12662.0,11,3849.7799999999975,2011-12-09 11:59:00,1,4,3,4,434,High Value
12664.0,9,4881.879999999999,2011-12-01 17:07:00,8,4,3,4,434,High Value
12665.0,1,63.0,2011-01-19 08:34:00,325,1,1,1,111,Low Value
12667.0,1,620.13,2011-10-12 17:00:00,58,2,1,2,212,Low Value
12668.0,4,3807.1500000000015,2011-11-28 10:56:00,12,4,2,4,424,Loyal
12669.0,3,2744.0300000000007,2011-07-12 09:54:00,151,1,2,4,124,Loyal
12670.0,5,2996.0499999999993,2011-11-29 15:23:00,10,4,2,4,424,Loyal
12672.0,1,225.9,2011-01-14 09:20:00,330,1,1,1,111,Low Value
12673.0,2,610.52,2011-12-04 13:55:00,5,4,1,2,412,Low Value
12674.0,4,1970.6000000000006,2011-11-01 12:12:00,39,3,2,4,324,Loyal
12676.0,6,1331.3900000000003,2011-11-15 12:25:00,25,3,3,3,333,High Value
12678.0,12,17628.460000000003,2011-10-28 13:04:00,42,3,3,4,334,High Value
12679.0,4,1113.0200000000002,2011-10-12 12:30:00,59,2,2,3,223,Loyal
12680.0,4,862.81,2011-12-09 12:50:00,1,4,2,3,423,Loyal
12681.0,22,13787.54,2011-11-25 11:33:00,15,4,3,4,434,High Value
12682.0,31,12288.219999999998,2011-12-06 10:00:00,4,4,3,4,434,High Value
12683.0,15,8476.569999999998,2011-12-05 16:31:00,4,4,3,4,434,High Value
12684.0,7,2283.6299999999997,2011-12-02 09:53:00,8,4,3,4,434,High Value
12685.0,6,2863.08,2011-11-11 13:46:00,28,3,3,4,334,High Value
12686.0,1,89.14,2010-12-03 09:51:00,372,1,1,1,111,Low Value
12688.0,1,4873.810000000004,2011-08-18 08:49:00,114,2,1,4,214,Low Value
12689.0,2,1247.61,2011-11-14 08:31:00,26,3,1,3,313,Low Value
12690.0,1,389.01,2011-05-18 09:09:00,206,1,1,2,112,Low Value
12691.0,6,1035.8,2011-11-11 16:49:00,28,3,3,3,333,High Value
12693.0,4,855.9100000000001,2011-08-04 17:51:00,127,2,2,3,223,Loyal
12694.0,2,869.6699999999998,2011-09-30 13:06:00,70,2,1,3,213,Low Value
12695.0,4,582.1,2011-12-02 13:22:00,7,4,2,2,422,Loyal
12697.0,3,957.5899999999999,2011-11-11 08:47:00,29,3,2,3,323,Loyal
12700.0,4,4939.990000000007,2011-12-02 10:47:00,8,4,2,4,424,Loyal
12701.0,2,797.7100000000003,2011-09-21 10:47:00,80,2,1,3,213,Low Value
12702.0,1,219.0,2011-11-20 10:36:00,20,3,1,1,311,Low Value
12703.0,1,283.55,2011-09-29 17:52:00,71,2,1,1,211,Low Value
12704.0,8,2340.8399999999997,2011-12-02 13:15:00,7,4,3,4,434,High Value
12705.0,9,6868.290000000003,2011-11-24 13:17:00,15,4,3,4,434,High Value
12707.0,1,603.4200000000002,2011-02-21 08:38:00,292,1,1,2,112,Low Value
12708.0,10,2712.9100000000008,2011-11-10 09:52:00,30,3,3,4,334,High Value
12709.0,15,9736.519999999993,2011-11-24 15:38:00,15,4,3,4,434,High Value
12710.0,3,1149.0200000000002,2011-09-04 12:00:00,97,2,2,3,223,Loyal
12712.0,13,4396.129999999999,2011-11-11 08:19:00,29,3,3,4,334,High Value
12713.0,1,848.5499999999998,2011-12-09 12:16:00,1,4,1,3,413,Low Value
12714.0,5,4708.859999999997,2011-11-30 15:43:00,9,4,2,4,424,Loyal
12715.0,1,353.86,2011-08-25 15:22:00,106,2,1,2,212,Low Value
12716.0,2,1053.4900000000002,2011-12-06 08:55:00,4,4,1,3,413,Low Value
12717.0,2,1030.98,2011-07-11 14:47:00,151,1,1,3,113,Low Value
12718.0,1,238.25,2011-09-29 16:38:00,71,2,1,1,211,Low Value
12719.0,2,644.95,2011-12-04 13:45:00,5,4,1,2,412,Low Value
12720.0,25,5781.730000000001,2011-12-07 08:03:00,3,4,3,4,434,High Value
12721.0,6,2656.1300000000006,2011-11-08 12:13:00,32,3,3,4,334,High Value
12722.0,4,997.63,2011-09-15 14:50:00,85,2,2,3,223,Loyal
12723.0,5,725.0700000000002,2011-12-06 10:19:00,4,4,2,3,423,Loyal
12724.0,4,1031.4099999999999,2011-12-04 16:02:00,5,4,2,3,423,Loyal
12725.0,1,427.8,2010-12-03 15:45:00,371,1,1,2,112,Low Value
12726.0,7,2609.1,2011-11-11 13:35:00,28,3,3,4,334,High Value
12727.0,7,3980.7000000000007,2011-11-29 11:46:00,11,4,3,4,434,High Value
12728.0,4,836.3299999999998,2011-09-29 15:31:00,71,2,2,3,223,Loyal
12729.0,1,453.00999999999993,2011-08-18 11:40:00,114,2,1,2,212,Low Value
12731.0,12,18895.910000000003,2011-11-16 11:59:00,24,3,3,4,334,High Value
12732.0,1,236.26000000000005,2011-06-13 11:33:00,180,1,1,1,111,Low Value
12733.0,1,383.95000000000005,2011-04-19 16:19:00,234,1,1,2,112,Low Value
12734.0,1,110.4,2010-12-22 12:47:00,353,1,1,1,111,Low Value
12735.0,2,779.5699999999998,2011-01-28 13:37:00,315,1,1,3,113,Low Value
12736.0,1,234.0,2011-01-11 07:57:00,333,1,1,1,111,Low Value
12738.0,1,155.34999999999997,2010-12-02 18:27:00,372,1,1,1,111,Low Value
12739.0,2,1013.0399999999997,2011-09-22 13:00:00,78,2,1,3,213,Low Value
12740.0,1,427.6000000000001,2011-10-07 10:44:00,64,2,1,2,212,Low Value
12743.0,2,546.4299999999998,2011-07-28 16:21:00,134,2,1,2,212,Low Value
12744.0,7,21279.289999999994,2011-10-19 11:18:00,52,2,3,4,234,High Value
12747.0,11,4196.010000000001,2011-12-07 14:34:00,2,4,3,4,434,High Value
12748.0,210,33719.73000000033,2011-12-09 12:20:00,1,4,3,4,434,High Value
12749.0,5,4090.880000000002,2011-12-06 09:56:00,4,4,2,4,424,Loyal
12750.0,1,275.88,2011-08-03 09:13:00,129,2,1,1,211,Low Value
12752.0,1,4366.78,2011-09-19 13:32:00,81,2,1,4,214,Low Value
12753.0,6,21429.389999999996,2011-11-17 10:52:00,23,3,3,4,334,High Value
12754.0,3,3010.7400000000007,2011-04-18 09:00:00,236,1,2,4,124,Loyal
